WORD,WORD_LOWER,WORD_CLASS,EMO_MEAN,EMO_STD,AROUSAL_MEAN,AROUSAL_STD,IMAGE_MEAN,IMAGE_STD,LETTERS,PHONEMES,SYLLABLES,Ftot/1MIL,N,FN,HFN,FHFN,BIGmean(TOKEN),ACCENT
AAL,aal,N,-0.5,0.707106781186548,2.38095238095238,1.2440333788203,6.55555555555556,0.726483157256779,3,2,1,13.3333333333333,6,3182,3,3175.17,83677.5,1
AAS,aas,N,-2.1,1.10050493461461,2.63157894736842,1.42245977548242,5.44444444444444,0.881917103688197,3,2,1,1,6,10568.83,5,10568.5,30120.5,1
ABART,abart,N,-1.6,0.699205898780101,3.27777777777778,1.01781516613691,2.33333333333333,1.3228756555323,5,5,2,1.16666666666667,2,3,1,2.33,80270,1
ABBAU,abbau,N,-1,1.1697953,3,1.2977713690461,2.22727273,1.23179382,5,4,2,14.5,1,6.83,0,0,94054.75,1
ABBAUEN,abbauen,V,-0.8,0.92,2.10526315789474,1.24252148839479,3.67,1.58,7,6,3,15.5,3,51,1,38,238806.333333333,1
ABBILD,abbild,N,-0.2,0.632455532033676,2.10526315789474,0.809302638222512,3.77777777777778,1.98606254796883,6,6,2,3.5,0,0,0,0,45958.4,1
ABBRUCH,abbruch,N,-0.7,1.15950180872841,2.9047619047619,1.04425867986634,2.77777777777778,1.092906420717,7,6,2,11,1,0.83,0,0,171129.5,1
ABDANKEN,abdanken,V,-0.4,0.84,2.66666666666667,1.08465228909328,2.67,1.41,8,8,3,1.16666666666667,0,0,0,0,226844,1
ABDRUCK,abdruck,N,-0.1,0.316227766016838,2.23529411764706,0.970142500145332,4.77777777777778,1.30170827931778,7,6,2,2.66666666666667,1,0,0,0,45577.3333333333,1
ABEND,abend,N,1.65,0.933302,1.83333333333333,0.923548145182799,4.45454545,1.68260775,5,5,2,131.666666666667,0,0,0,0,460338.5,1
ABENDROT,abendrot,N,2.4,0.699205898780101,2,1.02899151085505,6.77777777777778,0.440958551844098,8,8,3,0.666666666666667,0,0,0,0,275273,1
ABENDS,abends,A,1,1.15,2.05263157894737,1.39338453695893,4.89,1.27,6,5,2,56.3333333333333,0,0,0,0,369196.4,1
ABFAHRT,abfahrt,N,0.3,0.483045891539648,3.11764705882353,1.16631647405284,4.88888888888889,1.36422546197874,7,6,2,9.5,0,0,0,0,66920.8333333333,1
ABFALL,abfall,N,-1.7,0.97872097,2.41176470588235,0.939336436627725,5.22727273,1.60154147,6,5,2,9.33333333333333,1,4.83,0,0,89284.4,1
ABFLUG,abflug,N,0.7,0.823272602348565,3.14285714285714,1.45896244933563,5.22222222222222,0.97182531580755,6,6,2,4.33333333333333,2,4.83,0,0,36366.6,1
ABFUHR,abfuhr,N,-1.35,1.08942283,3.55,1.14593101656986,2.40909091,1.62302161,6,5,2,3.33333333333333,1,0.33,0,0,49654.4,1
ABGANG,abgang,N,-0.95,1.05006265,2.31578947368421,1.05686284083011,2.04545455,1.25270271,6,5,2,6.66666666666667,1,1.5,0,0,115882.8,1
ABGAS,abgas,N,-2.05,0.88704121,2.88235294117647,1.0537049480984,3.90909091,1.54022543,5,5,2,2.66666666666667,0,0,0,0,50885.25,1
ABGEBEN,abgeben,V,-0.029411764705882,1.31391836187625,2.19047619047619,0.928388260322567,3.34615384615385,1.59855704164244,7,7,3,71.6666666666667,4,51,0,0,315499.5,1
ABGRUND,abgrund,N,-1.4,0.516397779494322,3.88235294117647,0.857492925712544,6.22222222222222,0.666666666666667,7,7,2,10.6666666666667,0,0,0,0,155399.833333333,1
ABHANG,abhang,N,-0.5,0.52704627669473,3.35294117647059,1.22173935797433,6,0.707106781186548,6,5,2,1.5,2,11.83,2,11.83,138782.4,1
ABHAUEN,abhauen,V,-0.9,0.99,3.21052631578947,1.03166248617468,4.44,1.51,7,6,3,2,5,97,1,93,258127.5,1
ABHILFE,abhilfe,N,0.8,0.632455532033676,2.15789473684211,1.06787212586198,1.77777777777778,0.666666666666667,7,7,3,2.66666666666667,0,0,0,0,49708.8333333333,1
ABITUR,abitur,N,0.8,0.918936583472681,3.95238095238095,1.07126982951031,3.77777777777778,1.7873008824606,6,6,3,13.3333333333333,0,0,0,0,96230,3
ABKEHR,abkehr,N,-0.6,0.699205898780101,2.80952380952381,0.87287156094397,2.44444444444444,1.23603308118261,6,5,2,4.66666666666667,1,26.67,1,26.67,79763.4,1
ABLAUF,ablauf,N,0,0,2.10526315789474,0.809302638222512,2.11111111111111,0.927960727138337,6,5,2,36.1666666666667,2,6.17,0,0,108428,1
ABLEGER,ableger,N,0.1,0.567646212197547,2.22222222222222,0.87820375202191,3.66666666666667,1.87082869338697,7,7,3,1,3,28,2,28,364403.666666667,1
ABLEHNEN,ablehnen,V,-0.941176470588235,1.15315578780351,3.04761904761905,1.28359613882991,3.11538461538462,1.55761158385326,8,7,3,91.8333333333333,2,3.67,0,0,237849.285714286,1
ABMAGERN,abmagern,V,-1.2,0.42,2.31578947368421,1.52943822580375,5,1.32,8,8,3,2,1,13,1,13,302836.714285714,1
ABORT,abort,N,-0.9,1.19721899973786,2.38095238095238,1.11696868694653,3.88888888888889,2.36877840059198,5,5,2,0.666666666666667,1,1.17,1,1.17,76790.75,2
ABREISE,abreise,N,-0.3,0.823272602348565,3.29411764705882,1.04670350878084,4.44444444444444,1.33333333333333,7,6,3,9.5,1,0.83,0,0,246988.5,1
ABSAGE,absage,N,-2,0.666666666666667,3.36842105263158,1.06513047274811,2.77777777777778,1.64147630029935,6,6,3,9.33333333333333,2,2,0,0,112878,1
ABSATZ,absatz,N,-0.088235294117647,0.865768079338472,2.23529411764706,0.970142500145332,4.03846153846154,2.04901477263136,6,5,2,36.8333333333333,1,32,0,0,61617.8,1
ABSCHEU,abscheu,N,-2.1,0.875595035770913,4.05882352941176,0.966345450349803,3.77777777777778,1.64147630029935,7,4,2,3.5,0,0,0,0,235733.833333333,1
ABSCHIED,abschied,N,-2.1,0.737864787372622,3.23809523809524,0.943650459903555,3.88888888888889,1.76383420737639,8,5,2,30.1666666666667,0,0,0,0,217523.428571429,1
ABSEITS,abseits,A,-1.1,0.57,2.84210526315789,1.42451387009108,3.89,1.17,7,5,2,14.6666666666667,1,1,0,0,225530.666666667,1
ABSENDER,absender,N,0,0.471404520791032,2.11764705882353,0.857492925712544,3.11111111111111,1.26929551764398,8,8,3,4.33333333333333,2,2.17,0,0,605176.857142857,1
ABSICHT,absicht,N,0.6,0.966091783079296,2.57894736842105,1.07060675806262,2.11111111111111,0.781735959970572,7,6,2,71.1666666666667,1,142.33,1,142.33,245924.333333333,1
ABSTAND,abstand,N,-0.352941176470588,1.20308575328954,1.94444444444444,0.802365782965103,3.80769230769231,1.85513839417399,7,7,2,46.6666666666667,1,3.67,0,0,163793.833333333,1
ABSTIEG,abstieg,N,-1.4,0.843274042711568,2.94444444444444,0.872604096080653,4.22222222222222,1.71593835683117,7,6,2,5.5,1,12.17,1,12.17,139344.833333333,1
ABSTURZ,absturz,N,-2,0.816496580927726,4.0952380952381,0.700340053457026,5.22222222222222,0.440958551844098,7,7,2,7.66666666666667,0,0,0,0,81411.1666666667,1
ABSURD,absurd,A,-1,0.94,3.42105263157895,0.901590537370498,2.33,1,6,6,2,13,0,0,0,0,63034.4,2
ABT,abt,N,0.2,0.632455532033676,1.52631578947368,0.696692268479466,5.88888888888889,1.36422546197874,3,3,1,13.1666666666667,6,1190.5,4,1180.83,60877,1
ABTEI,abtei,N,0,0.816496580927726,1.84210526315789,0.834210065120613,5.44444444444444,1.50923085635624,5,4,2,4,1,0,0,0,254738,1
ABTEIL,abteil,N,-0.15,0.933302,2.11764705882353,0.857492925712544,4.13636364,1.64158618,6,5,2,3.5,1,95.67,1,95.67,214264.4,2
ABWASSER,abwasser,N,-1.2,0.421637021355784,2.5,1.2485285456936,5.33333333333333,0.707106781186547,8,7,3,3.66666666666667,0,0,0,0,301670,1
ABWEG,abweg,N,-0.95,0.68633274,2.52380952380952,0.87287156094397,2.40909091,1.18156841,5,5,2,1,0,0,0,0,96556.5,1
ABWEHR,abwehr,N,-0.7,1.05934990547138,3.19047619047619,0.749603069567329,3.88888888888889,1.69148192751537,6,5,2,26.6666666666667,1,4.67,0,0,104913.8,1
ABWURF,abwurf,N,-0.3,0.674948557710553,2.94117647058824,1.08803654782905,4.22222222222222,1.64147630029935,6,6,2,2.83333333333333,1,1.17,0,0,44661.6,1
ABZUG,abzug,N,-0.5,0.849836585598797,2.9375,1.28937969582276,3.11111111111111,1.05409255338946,5,5,2,33.8333333333333,1,18.33,0,0,60793.75,1
ACHSE,achse,N,0,0.97332853,2.16666666666667,1.09812674721144,3.90909091,2.13606427,5,4,2,9.66666666666667,3,24.5,1,17.17,290803.5,1
ACHSEL,achsel,N,-0.45,0.68633274,2.375,0.957427107756338,4.77272727,1.54092793,6,5,2,5,1,2.33,0,0,261261.4,1
ACHTEN,achten,V,1.2,0.92,2.36842105263158,1.06513047274811,2.22,1.2,6,5,2,28.6666666666667,4,42,0,0,449723.6,1
ACHTUNG,achtung,N,0.6,1.42984070596848,3.61904761904762,1.02353263143832,1.88888888888889,0.781735959970572,7,5,2,20.3333333333333,0,0,0,0,260997.833333333,1
ADEL,adel,N,-0.3,0.948683298050514,2.55555555555556,0.704792186494566,4.11111111111111,1.53659074288215,4,4,2,14,2,22.83,1,17.83,365827.333333333,1
ADELN,adeln,V,0.4,0.52,2.4,1.14248114115496,3,1.32,5,5,2,1,0,0,0,0,277971,1
ADJUTANT,adjutant,N,-0.3,0.483045891539648,3.17647058823529,1.07443555632987,5,1.73205080756888,8,8,3,2.83333333333333,0,0,0,0,71233.7142857143,3
ADLER,adler,N,1.25,0.96654567,2.44444444444444,0.983524408155643,5.81818182,1.25873571,5,5,2,7,0,0,0,0,421151.25,1
ADOPTION,adoption,N,0,1.05409255338946,2.88888888888889,1.07860961093922,3.11111111111111,1.53659074288215,8,8,4,1,0,0,0,0,49698.5714285714,4
ADRESSAT,adressat,N,0.1,0.316227766016838,2,0.935414346693485,2.66666666666667,0.866025403784439,8,7,3,2,0,0,0,0,91584.1428571429,3
ADRIA,adria,N,1.4,0.966091783079296,2.66666666666667,1.2833778958395,5.22222222222222,1.7873008824606,5,5,3,4.66666666666667,1,0,0,0,34764,1
ADVENT,advent,N,1.05,1.14593102,1.73684210526316,0.805681579172283,4.86363636,1.55212464,6,6,2,0.666666666666667,0,0,0,0,251362,2
AFFE,affe,N,1,1.45,3,1.41,6.18,1.01,4,3,2,6.67,0,0,0,0,43480.6666666667,1
AFFEKT,affekt,N,0,0.816496580927726,3.625,0.957427107756338,1.88888888888889,0.927960727138337,6,5,2,5.33333333333333,1,14,1,14,35754,2
AGENT,agent,N,0.45,1.19097483,2.94444444444444,0.998364675929488,4.40909091,1.40268759,5,5,2,18.3333333333333,1,1,0,0,381836.75,2
AGGRESSION,aggression,N,-1.76470588235294,1.30404553576871,4.33333333333333,0.795822425754222,4.96153846153846,1.48272099144159,10,8,4,30.6666666666667,0,0,0,0,103446.333333333,4
AGIL,agil,A,1,0.82,2.31578947368421,1.10818327700728,3.67,1.32,4,4,2,1,1,2,1,2,46129,2
AHNEN,ahnen,V,0.294117647058823,0.938387132255219,2.63333333333333,1.03335187228457,2.80769230769231,1.91873355668224,5,4,2,31.8333333333333,1,1.17,0,0,326128,1
AHNUNG,ahnung,N,0.7,1.05934990547138,3,1.18321595661992,1.44444444444444,0.726483157256779,6,4,2,21.8333333333333,0,0,0,0,142064.6,1
AHORN,ahorn,N,1.3,0.97872097,1.72222222222222,0.894792486988599,5.31818182,1.58524036,5,5,2,0.5,0,0,0,0,59316.25,1
AKADEMIE,akademie,N,0.588235294117647,1.20899775819587,3.14285714285714,1.06234242529018,4,1.72046505340853,8,7,4,35.6666666666667,0,0,0,0,204509.714285714,4
AKRIBIE,akribie,N,-0.7,0.674948557710553,2.42105263157895,0.837707816583391,2.33333333333333,1.58113883008419,7,6,3,0.833333333333333,0,0,0,0,78962.8333333333,3
AKTIE,aktie,N,0.6,1.07496769977314,2.15789473684211,1.06787212586198,4.11111111111111,1.45296631451356,5,5,3,83.6666666666667,1,93,1,93,112207.25,1
AKTION,aktion,N,1,0.816496580927726,2.94444444444444,0.998364675929488,2.55555555555556,1.50923085635624,6,6,3,82.8333333333333,0,0,0,0,66624,3
AKTIV,aktiv,A,1.6,0.52,3.26315789473684,1.09757840839418,3.44,1.51,5,5,2,93,1,502,1,502,41896.5,2
AKTIVITÄT,aktivität,N,1.70588235294118,1.00089086877356,3.31578947368421,1.33552451531005,4.11538461538462,1.72804914460031,9,9,4,37.6666666666667,0,0,0,0,67697.1666666667,4
AKZENT,akzent,N,0,0.666666666666667,3.21052631578947,1.1342617456312,3.88888888888889,1.76383420737639,6,6,2,11.3333333333333,1,1.67,0,0,245421.6,2
ALARM,alarm,N,-1.4,0.59824304,4.44444444444444,0.615698763455199,3.54545455,1.43849368,5,5,2,5.5,0,0,0,0,90714.25,2
ALBERN,albern,A,-0.2,1.14,3.05263157894737,0.970319776071918,4,1.58,6,6,2,5.33333333333333,1,6,1,6,415795.6,1
ALBUM,album,N,0.8,0.95145318,2.47619047619048,1.16700675315302,4.40909091,1.73641916,5,5,2,1.16666666666667,0,0,0,0,58804,1
ALKOHOL,alkohol,N,-0.1,0.737864787372622,3.5,0.966091783079296,5.33333333333333,1.5,7,7,3,12.5,0,0,0,0,55791.3333333333,2
ALLEE,allee,N,1.2,0.632455532033676,1.33333333333333,0.485071250072666,6.33333333333333,0.5,5,3,2,20.3333333333333,2,0,0,0,114817.25,2
ALLEIN,allein,A,-1.8,1.03,2.45,1.31689427302111,3.33,1.5,6,4,2,303,0,0,0,0,330275.2,2
ALLTAG,alltag,N,-0.1,0.875595035770913,2.25,0.856348838577675,3.22222222222222,1.48136573621926,6,5,2,19.3333333333333,0,0,0,0,94183.8,1
ALMOSEN,almosen,N,-0.8,0.918936583472681,2.66666666666667,1.01653004546513,4.11111111111111,1.26929551764398,7,7,3,0.833333333333333,0,0,0,0,259164.833333333,1
ALPDRUCK,alpdruck,N,-1.9,1.19721899973786,3.16666666666667,1.15044748327106,2.88888888888889,2.02758751009941,8,7,2,1.33333333333333,0,0,0,0,44773,1
ALPTRAUM,alptraum,N,-2.8,0.632455532033676,4.52941176470588,0.624264272846798,4.66666666666667,1.93649167310371,8,7,2,2.66666666666667,0,0,0,0,87550.4285714286,1
ALTAR,altar,N,0.3,1.71985311,2.35,1.34848843251679,5.13636364,1.35560405,5,5,2,8,2,52.5,1,52.33,93646.25,2
ALTBAU,altbau,N,0.7,1.25166555703457,2.52631578947368,1.0733344230135,5.88888888888889,0.781735959970572,6,5,2,2.16666666666667,0,0,0,0,93236.8,1
ALTER,alter,N,-0.55,1.23437604,2.04761904761905,1.11696868694653,3.13636364,1.98315416,5,5,2,52.3333333333333,4,93.67,1,84.17,490782.5,1
ALTKLUG,altklug,A,-1.1,0.57,2.21052631578947,1.35724178507659,2.89,1.76,7,7,2,0.5,0,0,0,0,47120.3333333333,1
AMATEUR,amateur,N,-0.3,1.05934990547138,2.5,0.707106781186548,2.55555555555556,0.726483157256779,7,6,3,10.1666666666667,0,0,0,0,99813.8333333333,3
AMBO√ü,amboß,N,-0.32,1.36,2.32,1.09,4.64,2.22,5,,2,0.5,0,0,0,0,31404.2,
AMERIKA,amerika,N,0.4,1.42984070596848,3.05555555555556,0.998364675929488,5,1,7,7,4,133,0,0,0,0,301998.5,2
AMI,ami,N,-0.4,1.17378779077727,2.71428571428571,1.14642300844222,4.11111111111111,2.20479275922049,3,3,2,3,1,116.83,1,116.83,76345.5,1
AMPEL,ampel,N,-0.7,0.80131471,2.67857142857143,1.12393394522432,5.90909091,1.50899181,5,5,2,2.33333333333333,1,1.17,0,0,55991.5,1
AMPULLE,ampulle,N,-0.73,1.2,3.14,1.28,3.82,1.62,7,6,3,0.67,0,0,0,0,63073.6666666667,2
AMSEL,amsel,N,1.15,0.98808693,1.8,0.894427190999916,5.63636364,1.64882222,5,5,2,1.16666666666667,2,2.33,1,2.33,129418.75,1
AMT,amt,N,-0.7,0.674948557710553,2.52631578947368,1.38918125577748,4.22222222222222,1.092906420717,3,3,1,116.833333333333,7,1089.83,2,1014.5,27381,1
AMULETT,amulett,N,0.9,0.737864787372622,2.36842105263158,1.01162829777814,5.66666666666667,1.4142135623731,7,6,3,1.5,0,0,0,0,60868,3
ANBAHNEN,anbahnen,V,0.2,0.63,2.94444444444444,1.05564155136453,2.44,1.51,8,7,3,5,1,2,0,0,225775.571428571,1
ANBAU,anbau,N,0.85,0.87509398,1.57894736842105,0.837707816583391,3.18181818,1.53177033,5,4,2,6.83333333333333,1,14.5,1,14.5,125398.5,1
ANBIETEN,anbieten,V,0.676470588235294,0.911894073968593,1.73684210526316,0.805681579172283,3.57692307692308,1.72448431533782,8,7,3,69.1666666666667,1,0.83,0,0,280305.571428571,1
ÄNDERUNG,änderung,N,0.352941176470588,1.2524485821703,2.83333333333333,0.985184366143778,2.76923076923077,1.55711765278523,8,7,3,59.3333333333333,0,0,0,0,564081.166666667,1
ANEKDOTE,anekdote,N,0.8,1.03279555898864,2.61904761904762,1.2440333788203,2.33333333333333,1,8,8,4,7.16666666666667,0,0,0,0,106382.857142857,3
ANEKELN,anekeln,V,-2.1,0.57,3.60714285714286,1.13330999042254,4.33,1.58,7,7,3,1.16666666666667,0,0,0,0,110410.166666667,1
ANERKENNEN,anerkennen,V,1.58823529411765,1.01854462596403,3,1.26491106406735,2.26923076923077,1.68659876218838,10,9,4,60.6666666666667,0,49,0,0,485222,1
ANFALL,anfall,N,-1.7,1.21828179,3.88888888888889,0.963381842865745,3.5,1.33630621,6,5,2,4.83333333333333,2,61.17,2,61.17,116833.2,1
ANFALLEN,anfallen,V,-0.9,0.74,3.78947368421053,0.976328005472037,3.89,1.62,8,7,3,3.16666666666667,1,29,1,29,255215.714285714,1
ANFANG,anfang,N,0.8,0.788810637746616,3,1.22474487139159,2.44444444444444,1.13038833052088,6,5,2,170,1,5.17,0,0,145686.4,1
ANFLUG,anflug,N,0.5,1,2.47368421052632,1.21876171459357,3.18181818,1.73579579,6,6,2,3.83333333333333,1,4.33,1,4.33,63915.4,1
ANGEBEN,angeben,V,-1.38235294117647,1.01547737340631,2.76190476190476,1.22085060121056,2.69230769230769,1.28900677327098,7,7,3,33.5,4,112.83,1,71.67,366311.5,1
ANGEBOT,angebot,N,0.970588235294118,0.869876135997884,2.9047619047619,1.04425867986634,3.57692307692308,1.70113084559835,7,7,3,198.333333333333,0,0,0,0,137624.833333333,1
ANGEHEN,angehen,V,0.705882352941176,1.00089086877356,2.36842105263158,1.06513047274811,1.69230769230769,0.884046639911301,7,6,3,31.8333333333333,3,134.17,2,126.83,349313.333333333,1
ANGEKLAGTE,angeklagte,N,-1.64705882352941,0.883599831995007,3.38095238095238,0.973457265430305,4.73076923076923,1.61388208510268,10,10,4,46.8333333333333,0,0,0,0,134842.444444444,1
ANGEL,angel,N,-0.15,1.13670808,2.15,1.08942283125661,5.13636364,1.67034227,5,4,2,5.33333333333333,2,32,1,31.5,220552.5,1
ANGEREGT,angeregt,A,1.3,0.67,3.47368421052632,0.84119102419206,3.22,1.2,8,8,3,10.1666666666667,0,0,0,0,362186.714285714,1
ANGLER,angler,N,-0.2,0.95145318,2,0.816496580927726,5.77272727,1.19250909,6,5,2,1,0,0,0,0,422923.4,1
ANGRIFF,angriff,N,-2,1.05409255338946,4,0.840168050416806,4.77777777777778,1.48136573621926,7,6,2,73.6666666666667,0,0,0,0,100084,1
ANGST,angst,N,-2.6,0.699205898780101,4.38095238095238,0.589592272353571,3.88888888888889,1.36422546197874,5,4,1,101.333333333333,0,0,0,0,165089.5,1
ANHEIZEN,anheizen,V,0.5,0.71,2.83333333333333,1.09812674721144,4.56,1.24,8,7,3,2.33333333333333,1,5,1,5,315689.142857143,1
ANKER,anker,N,1,0.97332853,1.88888888888889,0.963381842865745,5.31818182,1.64422115,5,5,2,3.16666666666667,3,3.83,1,3.33,455514.75,1
ANKLAGE,anklage,N,-1.5,0.97182531580755,3.85714285714286,0.654653670707977,3.66666666666667,1.4142135623731,7,7,3,24,0,0,0,0,127141.833333333,1
ANKLAGEN,anklagen,V,-1.3,0.67,3.83333333333333,1.01991660691327,4.33,1.5,8,8,3,10.5,0,0,0,0,256723.857142857,1
ANKLANG,anklang,N,1.4,0.843274042711568,1.72222222222222,0.751903901522118,2.11111111111111,1.05409255338946,7,6,2,2.5,0,0,0,0,134747.5,1
ANLEGEN,anlegen,V,0.205882352941176,1.06683933540057,2,0.816496580927726,2.73076923076923,1.68659876218838,7,7,3,38.8333333333333,5,44.33,0,0,305913.833333333,1
ANLEIHE,anleihe,N,-0.852941176470588,1.07681778490582,2.23809523809524,1.04425867986634,2.11538461538462,1.36607241614559,7,5,3,36.5,0,0,0,0,215899.166666667,1
ANLOCKEN,anlocken,V,0.4,0.97,2.43333333333333,1.00630198159445,4.11,1.05,8,7,3,2.16666666666667,2,2,0,0,205059.428571429,1
ANMUT,anmut,N,1.8,0.69585237,2.25,0.930949336251263,3.13636364,1.75378379,5,5,2,3.5,2,17.83,2,17.83,78299.5,1
ANMUTIG,anmutig,A,1.9,0.74,2.33333333333333,1.08465228909328,4,1.58,7,7,3,3.83333333333333,0,0,0,0,89339.1666666667,1
ANNAHME,annahme,N,0.235294117647059,0.740958573634948,2.3125,0.79320026895272,2.11538461538462,1.50537498522921,7,6,3,33.5,1,7.67,0,0,103352.5,1
ANNEHMEN,annehmen,V,0.735294117647059,0.898106544580817,2.38095238095238,1.16086995293144,2.61538461538462,1.67515785708507,8,7,3,134.5,1,28.67,0,0,258165.285714286,1
ANOMAL,anomal,A,-1.5,0.53,2.31578947368421,1.29325736799874,2.56,1.24,6,6,3,2.66666666666667,0,0,0,0,107897.6,3
ANOMALIE,anomalie,N,-1.5,0.849836585598797,3.66666666666667,0.76696498884737,3.55555555555556,1.50923085635624,8,7,4,0.5,0,0,0,0,142940.285714286,4
ANONYM,anonym,A,-0.4,0.52,2.68421052631579,1.20428086327933,2,1.41,6,6,3,10,0,0,0,0,82837.2,3
ANORMAL,anormal,A,-1.4,0.52,2.42105263157895,1.26120707056922,2.33,1.22,7,7,3,0.666666666666667,0,0,0,0,105290.333333333,1
ANPUMPEN,anpumpen,V,-1.1,0.32,2.42105263157895,1.38707483871172,4.22,1.39,8,8,3,0.833333333333333,0,0,0,0,194469.857142857,1
ANREGUNG,anregung,N,1.3,0.483045891539648,3.11111111111111,1.13183291683622,2.66666666666667,1.4142135623731,8,7,3,34.5,0,0,0,0,164198.571428571,1
ANREIZ,anreiz,N,1.3,0.65694669,3.73684210526316,1.09757840839418,2.27272727,1.4203225,6,5,2,9.33333333333333,0,0,0,0,221891.6,1
ANRUF,anruf,N,1.35,0.74515982,2.83333333333333,0.857492925712544,3.68181818,1.42716381,5,5,2,15,1,1.5,0,0,96445,1
ANRUFEN,anrufen,V,1.20588235294118,1.06683933540057,2.84210526315789,1.16729306492209,5.11538461538462,1.36607241614559,7,7,3,30.3333333333333,1,2.5,0,0,248435.166666667,1
ANSPORN,ansporn,N,1.5,1.08012344973464,3.27777777777778,0.894792486988599,2.33333333333333,0.866025403784439,7,7,2,3.33333333333333,0,0,0,0,90336,1
ANSPRECHEN,ansprechen,V,0.852941176470588,1.07681778490582,2.71428571428571,1.27054543967767,3.65384615384615,1.74223552236333,10,9,3,37.8333333333333,0,52,1,52,300611.888888889,1
ANSTEHEN,anstehen,V,-0.9,1.2,2.47368421052632,1.21876171459357,4.56,1.24,8,7,3,3,1,4,1,4,309730.428571429,1
ANTEIL,anteil,N,0.3,0.674948557710553,2.3125,0.79320026895272,2.66666666666667,1.1180339887499,6,5,2,95.6666666666667,1,3.5,0,0,259481,1
ANTRAG,antrag,N,0.3,0.823272602348565,3.05882352941176,1.08803654782905,3.66666666666667,1.22474487139159,6,6,2,83.1666666666667,1,0,0,0,118098.4,1
ANTWORT,antwort,N,0.941176470588235,0.850710094499963,2.68421052631579,1.15723000589758,2.69230769230769,1.54322339975081,7,7,2,160.5,0,0,0,0,97030.6666666667,1
ANTWORTEN,antworten,V,0.970588235294118,0.869876135997884,2.15789473684211,0.834210065120613,3.53846153846154,1.90222541736292,9,9,3,93.6666666666667,0,0,0,0,235705.375,1
ANWALT,anwalt,N,-0.2,1.05630936,2.89473684210526,1.14962490704603,4.31818182,1.61500003,6,6,2,25.8333333333333,1,1.67,0,0,100729.6,1
ANWIDERN,anwidern,V,-2,0.67,3.52631578947368,1.02026255077535,4,1.58,8,8,3,1,0,0,0,0,408119.285714286,1
ANZAHL,anzahl,N,0.2,0.52314836,1.70588235294118,0.848874687627165,2.63636364,1.86561504,6,5,2,39.1666666666667,1,2.17,0,0,76366.8,1
APATHIE,apathie,N,-1.6,1.07496769977314,3.33333333333333,1.23669388480168,3.33333333333333,1.80277563773199,7,5,3,1,0,0,0,0,75781.5,3
APFEL,apfel,N,1.2,1.00524938,1.83333333333333,0.857492925712544,6.22727273,1.44524897,5,4,2,12.3333333333333,0,0,0,0,59853,1
APPETIT,appetit,N,1.1,0.994428926011753,2.72222222222222,1.01781516613691,3.55555555555556,1.58989866902824,7,6,3,6.33333333333333,0,0,0,0,74331.6666666667,3
APPLAUS,applaus,N,1.8,0.918936583472681,3.58823529411765,1.00366973710303,5.66666666666667,1.22474487139159,7,5,2,4.5,0,0,0,0,71207.3333333333,2
AQUARIUM,aquarium,N,0.59,1.33,1.36,0.66,5.73,1.52,8,8,4,1.67,0,0,0,0,36278.7142857143,2
ARBEIT,arbeit,N,0.05,1.43178211,2.83333333333333,0.785905247993376,3.40909091,1.56324117,6,5,2,532,0,0,0,0,267820.8,1
ARBEITEN,arbeiten,V,-0.058823529411765,1.25387101145572,2.68421052631579,0.945905302926917,5.15384615384615,1.51505267742894,8,7,3,241.166666666667,1,291,1,291,377509,1
ARBEITER,arbeiter,N,-0.235294117647059,1.10258164074585,2.22222222222222,1.1143742932065,5.11538461538462,1.50537498522921,8,7,3,291,1,241.17,0,0,442272.285714286,1
ARCHIV,archiv,N,0.45,0.94451324,1.89473684210526,0.809302638222512,3.5,1.89611131,6,5,2,7.33333333333333,0,0,0,0,189136.8,2
ARG,arg,A,-1.2,0.63,2.52631578947368,1.0733344230135,2.44,1.67,3,3,1,15.3333333333333,0,0,0,0,63442.5,1
ÄRGER,ärger,N,-1.9,0.57,3.94444444444444,0.937595311059234,3.89,1.05,5,5,2,22.5,0,0,0,0,609274.666666667,1
ÄRGERNIS,ärgernis,N,-1.9,0.57,3.78947368421053,1.1342617456312,2.44,1.42,8,8,3,3.33333333333333,0,0,0,0,356988.166666667,1
ARGWOHN,argwohn,N,-1.3,0.674948557710553,3.44444444444444,0.704792186494566,2.66666666666667,1.58113883008419,7,6,2,1.5,0,0,0,0,36269,1
ARMEE,armee,N,-2.1,0.96790604,4,1,5.09090909,1.41114917,5,4,2,67.5,0,0,0,0,63086,2
ARMUT,armut,N,-1.95,1.14593102,3.33333333333333,0.795822425754222,3.77272727,1.79766563,5,5,2,13.6666666666667,1,3.5,0,0,46419.75,1
AROMA,aroma,N,1.4,0.843274042711568,2.15789473684211,1.16729306492209,3.11111111111111,1.16666666666667,5,5,3,2.33333333333333,0,0,0,0,65112.75,2
ARREST,arrest,N,-2,0.79471941,3.76470588235294,0.903424856082804,3.18181818,1.40191582,6,5,2,1.33333333333333,0,0,0,0,150241.6,2
ARROGANZ,arroganz,N,-1.9,0.737864787372622,3.61111111111111,0.916443823180533,3.88888888888889,1.36422546197874,8,7,3,1.83333333333333,1,2.17,1,2.17,68411.7142857143,3
ARSCH,arsch,N,-1.1,1.79195734076208,4,0.74535599249993,6.44444444444444,0.881917103688197,5,3,1,1.16666666666667,0,0,0,0,293199.75,1
